medicine_shape_seq,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤
17994,,HT,1,팔각형,분홍,
17995,,IC HPM,,장방형,하양,하양
17996,,PL,TU,원형,하양,
17997,,C분할선2,INO,원형,하양,
17998,,1분할선1,INO,원형,노랑,
17999,,IN분할선O,Λ1M5,타원형,노랑,
18000,,EL,11,원형,하양,
18001,,CM,SD,원형,연두,
18002,,1CL,,장방형,노랑,
18003,,2CL,,장방형,노랑,
18004,,JA,,원형,초록,
18005,,75,DH,원형,분홍,
18006,,BON,J분할선I,타원형,노랑,
18007,,KJ C100,,장방형,하양,하양
18008,,KJ C200,,장방형,하양,하양
18009,,N50,마크,원형,하양,
18010,,SS 은교산,,장방형,갈색,하양
18011,,D2,TG,원형,노랑,
18012,,YJP CS2,,장방형,하양,하양
18013,,YJP CS1,,장방형,하양,하양
18014,,AG,MT,원형,하양,
18015,,마크,LTR,원형,하양,
18016,,DV,분할선,원형,파랑,
18017,,CXP,42,장방형,빨강,
18018,,마크 HSM,,장방형,주황,하양
18019,,ET,C3,원형,하양,
18020,,IDm,,원형,하양,
18021,,KCJ,V11,원형,하양,
18022,,FV,250ID,원형,하양,
18023,,TAB,분할선,원형,하양,
18024,,SHP,60,타원형,연두,
18025,,마크LP,,장방형,주황,주황
18026,,TOHR,,장방형,연두,
18027,,MDF DIO,,장방형,초록,초록
18028,,A100,INO,원형,하양,
18029,,KZ5,,원형,분홍,
18030,,RD1,분할선,타원형,분홍,
18031,,RD5,분할선,타원형,분홍,
18032,,IP,50,원형,빨강,
18033,,J-C,T/P,장방형,주황,
18034,,KB,T1,원형,연두,
18035,,KKM C100,,장방형,하양,하양
18036,,KKM C200,,장방형,하양,하양
18037,,KCJ,E분할선2,원형,하양,
18038,,C100,,장방형,하양,갈색
18039,,RP,SP분할선100,원형,하양,
18040,,마크,분할선,원형,하양,
18041,,마크,,원형,하양,
18042,,마크,50,원형,하양,
18043,,DT,T2,원형,하양,
18044,,MODCD,,타원형,"노랑, 투명",
18045,,2D분할선M,분할선,타원형,노랑,
18046,,9A,,원형,하양,
18047,,IK,UL,장방형,주황,
18048,,KCJ G17,,장방형,초록,노랑
18049,,마크37,분할선,타원형,분홍,
18050,,MTK,10,사각형,분홍,
18051,,RK P75,,장방형,갈색,하양
18052,,RK P150,,장방형,하양,하양
18053,,TB,100,원형,하양,
18054,,SJ,ER,원형,노랑,
18055,,SS,D5,원형,노랑,
18056,,SS,D10,원형,노랑,
18057,,CXP,39,타원형,하양,
18058,,CXP,38,원형,초록,
18059,,EC75,,원형,하양,
18060,,마크,OF,원형,하양,
18061,,마크,6,원형,하양,
18062,,50 마크,,장방형,파랑,하양
18063,,HSE,,원형,하양,
18064,,LL,M분할선4,장방형,하양,
18065,,MJ,20,원형,주황,
18066,,MJ,I0,원형,주황,
18067,,마크I50,,타원형,분홍,
18068,,MDF,500,타원형,연두,
18069,,MDF250,,타원형,연두,
18070,,마크,L C,장방형,연두,
18071,,분할선,R10,타원형,주황,
18072,,ΛUK,9,타원형,분홍,
18073,,N9,,타원형,분홍,
18074,,JXCC200,,장방형,하양,하양
18075,,JXCC100,,장방형,하양,하양
18076,,KD JIR,,장방형,하양,하양
18077,,L2,,원형,하양,
18078,,SS VTS,,장방형,갈색,갈색
18079,,UN,2,원형,하양,
18080,,MT,YJ,원형,하양,
18081,,MTS ASPM,,장방형,회색,하양
18082,,TF,,원형,하양,
18083,,CLP,4,원형,하양,
18084,,CLP,AV3,타원형,주황,
18085,,SS2,,원형,분홍,
18086,,SS4,,원형,분홍,
18087,,CX100,,장방형,하양,하양
18088,,TAT,Da,원형,하양,
18089,,LW350,,타원형,갈색,
18090,,MG,,원형,하양,
18091,,OPC 50마크,,장방형,파랑,파랑
18092,,BFR10,,원형,노랑,
18093,,BFR20,,원형,노랑,
18094,,B분할선P,분할선,타원형,하양,
18095,,MDF,5/10,타원형,하양,
18096,,CT,L,원형,하양,
18097,,마크284,,원형,하양,
18098,,DSC분할선15155,DSC 15155,타원형,분홍,
18099,,DSC분할선10154,DSC 10154,타원형,분홍,
18100,,DSC분할선5152,DSC 5152,타원형,분홍,
18101,,DSC 1512.5,DSC 1512.5,원형,분홍,
18102,,HN분할선250,LVT,타원형,파랑,
18103,,HN분할선1000,LVT,타원형,하양,
18104,,HN분할선500,LVT,타원형,주황,
18105,,EO,5,원형,하양,
18106,,E분할선O,10,타원형,하양,
18107,,GF,DX,원형,하양,
18108,,RA150,,원형,하양,
18109,,마크,,원형,하양,
18110,,마크,45,타원형,하양,
18111,,마크,47,타원형,하양,
18112,,CNT10,,원형,분홍,
18113,,100 days,,장방형,연두,노랑
18114,,R-TA,분할선,타원형,연두,
18115,,F150,,타원형,분홍,
18116,,Aro-DD,,타원형,분홍,
18117,,Aro-CP,,타원형,분홍,
18118,,J33,,원형,분홍,
18119,,NS분할선10,분할선,기타,하양,
18120,,마크,2½,원형,노랑,
18121,,KIM,R5,원형,주황,
18122,,KIM,R10,원형,분홍,
18123,,KIM,ΛB,팔각형,하양,
18124,,P분할선B,100,원형,하양,
18125,,YI,11,타원형,하양,
18126,,IC FRP,,장방형,갈색,갈색
18127,,PER,분할선,장방형,연두,
18128,,BF,IY,타원형,주황,
18129,,CΛV,,타원형,주황,
18130,,RVT20,,원형,분홍,
18131,,KJ11,,타원형,하양,
18132,,KJ12,,타원형,하양,
18133,,AG,04,원형,하양,
18134,,+DenQ,,원형,주황,
18135,,J분할선A,,장방형,주황,
18136,,JI T0.4,,장방형,분홍,분홍
18137,,YJ,TS,원형,하양,
18138,,M2,,타원형,분홍,
18139,,SM분할선4,INO,타원형,분홍,
18140,,INO,∧V,타원형,노랑,
18141,,DWB,M2,원형,하양,
18142,,GH,TH4,타원형,하양,
18143,,GH,TH8,타원형,하양,
18144,,GH,T8,타원형,하양,
18145,,GH,T4,타원형,하양,
18146,,0,GH3,타원형,회색,하양
18147,,0,GH2,타원형,회색,하양
18148,,0,GH1,타원형,회색,하양
18149,,GH PGN   75,,장방형,갈색,하양
18150,,GH PGN   150,,장방형,하양,하양
18151,,GH,2분할선5,원형,하양,
18152,,GH,A 20,타원형,하양,
18153,,GH,B분할선B,원형,하양,
18154,,GH,L50,타원형,하양,
18155,,GHC,분할선,장방형,하양,
18156,,GHL,분할선,타원형,주황,
18157,,MSR,,원형,하양,
18158,,M2,,원형,하양,
18159,,KPP TMR,,장방형,주황,하양
18160,,BRRS5,,원형,노랑,
18161,,DWB,20,원형,하양,
18162,,HT,H2,장방형,연두,
18163,,ECR,,원형,하양,
18164,,MK,T80,타원형,하양,
18165,,MK,T40,타원형,하양,
18166,,마크TN,분할선,원형,연두,
18167,,NK,OX,원형,하양,
18168,,ESR,,원형,하양,
18169,,JWP,,원형,주황,
18170,,D-W,500,타원형,하양,
18171,,KG,I분할선5,원형,하양,
18172,,KG 70,,원형,하양,
18173,,Ca,D,장방형,연두,
18174,,0,,기타,"노랑, 투명",
18175,,PL,IT,원형,하양,
18176,,PL AC100,,장방형,회색,하양
18177,,B,62.5,원형,분홍,
18178,,B,125,타원형,분홍,
18179,,LR,,원형,하양,
18180,,MJ,2,원형,하양,
18181,,sr ITR,,장방형,파랑,"분홍, 투명"
18182,,마크,500,타원형,분홍,
18183,,DWTR,80/5,타원형,분홍,
18184,,DWTR,80/I0,타원형,파랑,
18185,,DWB,250,타원형,분홍,
18186,,R5,K분할선L,타원형,분홍,
18187,,R10,K분할선L,타원형,주황,
18188,,R20,K분할선L,타원형,분홍,
18189,,MSD,TZ5분할선TZ5,타원형,주황,
18190,,A08,,타원형,노랑,
18191,,A09,,원형,주황,
18192,,DJT,,장방형,연두,
18193,,M06,,장방형,연두,연두
18194,,E01,,원형,하양,
18195,,LNC,M분할선P,장방형,하양,
18196,,ALV,,타원형,하양,
18197,,OST,,원형,검정,
18198,,DIAP DIAP,,장방형,노랑,노랑
18199,,ESS마크,,원형,주황,
18200,,MC5,,타원형,하양,
18201,,F,Mc,원형,연두,
18202,,MC,D3,원형,하양,
18203,,MC TRS,,장방형,빨강,노랑
18204,,GH,23,원형,분홍,
18205,,RM,1,원형,하양,
18206,,ICS2,,타원형,분홍,
18207,,H분할선K,8,원형,분홍,
18208,,H분할선K,16,타원형,주황,
18209,,KP분할선05,분할선,타원형,노랑,
18210,,S분할선D,PTN,원형,하양,
18211,,MCR,,원형,하양,
18212,,BF,10,원형,연두,
18213,,G분할선05,분할선,타원형,노랑,
18214,,마크,,팔각형,분홍,
18215,,LC,K분할선I,타원형,하양,
18216,,HUC,1분할선5,타원형,주황,
18217,,SJ,1분할선2,원형,분홍,
18218,,SJ,분할선6,원형,노랑,
18219,,SJ,500,타원형,주황,
18220,,SJE75,,원형,하양,
18221,,YJ,80/20,타원형,하양,
18222,,YJ,80/I0,타원형,파랑,
18223,,BRRS10,,원형,분홍,
18224,,32,,원형,연두,
18225,,61,,원형,노랑,
18226,,62,,원형,분홍,
18227,,31,,원형,하양,
18228,,A분할선KL,500,장방형,하양,
18229,,마크,M분할선4,원형,하양,
18230,,LP,5,원형,하양,
18231,,DWTR,40/5,타원형,분홍,
18232,,DWTR,40/I0,타원형,파랑,
18233,,2D,,타원형,분홍,
18234,,R,▽15,원형,빨강,
18235,,R,▽10,원형,분홍,
18236,,KJ,75,원형,하양,
18237,,MN,,타원형,분홍,
18238,,마크,60,타원형,연두,
18239,,MK,S4,원형,하양,
18240,,ID,FV 750,타원형,하양,
18241,,BRRS20,,원형,분홍,
18242,,R2,,원형,노랑,
18243,,LCB6,,타원형,"청록, 투명",
18244,,마크,C23,타원형,하양,
18245,,IP,EJ,원형,하양,
18246,,J분할선W,,장방형,하양,
18247,,QLP,5분할선0,삼각형,연두,
18248,,QLP,1분할선00,삼각형,연두,
18249,,마크,20,원형,하양,
18250,,INO,ΛV1,타원형,주황,
18251,,INO,ΛV8,원형,주황,
18252,,MODCG,,타원형,"파랑, 투명",
18253,,MODCO,,타원형,"빨강, 투명",
18254,,DNN,V분할선T,원형,분홍,
18255,,DNN,V분할선T,타원형,주황,
18256,,DNN,THS,장방형,주황,
18257,,0,,원형,하양,
18258,,마크,75,원형,분홍,
18259,,MTO,,원형,하양,
18260,,HT,116,타원형,분홍,
18261,,HT,28,원형,갈색,
18262,,HT,18,원형,분홍,
18263,,HT,58,원형,노랑,
18264,,Tn분할선35,,원형,하양,
18265,,KMS,68,타원형,노랑,
18266,,마크,분할선,장방형,노랑,
18267,,RV,28,원형,빨강,
18268,,RV,18,원형,분홍,
18269,,RV,116,타원형,분홍,
18270,,OTCD,,타원형,"주황, 투명",
18271,,GJ PGN75,,장방형,갈색,하양
18272,,마크,AM,장방형,하양,
18273,,ry,N,원형,노랑,
18274,,SJ NTD,,장방형,연두,하양
18275,,SPC,500,장방형,하양,
18276,,UK1,,장방형,연두,
18277,,CRV,20,원형,분홍,
18278,,CT,RX,원형,하양,
18279,,GHC,,원형,노랑,
18280,,ID F,5,타원형,분홍,
18281,,ID,2½,원형,노랑,
18282,,CΛ3,,타원형,파랑,하양
18283,,CΛ2,,타원형,파랑,하양
18284,,CΛ1,,타원형,파랑,하양
18285,,JI,505,타원형,노랑,
18286,,JI,755,타원형,노랑,
18287,,KCJ,V4,원형,하양,
18288,,NK,10/20,장방형,하양,
18289,,NK,10/10,장방형,하양,
18290,,m-f300,,장방형,하양,
18291,,SSC 200,,장방형,하양,하양
18292,,UKP 300,,장방형,노랑,노랑
18293,,UKP 100,,장방형,하양,하양
18294,,IK,10,원형,하양,
18295,,VLS,,원형,연두,
18296,,다나펜Q,,타원형,빨강,
18297,,MTS 75mg,,장방형,노랑,회색
18298,,EN2,Z,원형,갈색,
18299,,HT300,,장방형,하양,
18300,,XENILOW60,,장방형,노랑,노랑
18301,,XENILOW120,,장방형,파랑,파랑
18302,,10215mg,15,원형,하양,
18303,,10220mg,20,원형,분홍,
18304,,Kb3,,타원형,하양,
18305,,CFT,K분할선b,장방형,하양,
18306,,마크,분할선,타원형,주황,
18307,,M분할선T,10,기타,하양,
18308,,T분할선10,분할선,기타,하양,
18309,,PNX75,,원형,하양,
18310,,SPP,FC,원형,하양,
18311,,MSL,,타원형,갈색,
18312,,HUV20,,타원형,분홍,
18313,,OG 37,,타원형,하양,
18314,,RSVC,,타원형,"노랑, 투명",
18315,,RY,A20,원형,하양,
18316,,마크,L10,원형,하양,
18317,,마크,L20,삼각형,노랑,
18318,,LZ,80,원형,주황,
18319,,ES,ST,장방형,하양,
18320,,W분할선I,S20,타원형,하양,
18321,,DWP,R,원형,하양,
18322,,마크EM2,,타원형,분홍,
18323,,BI,F1,팔각형,분홍,
18324,,CT,M5,원형,분홍,
18325,,CT,M4,타원형,분홍,
18326,,TCMX,,타원형,초록,
18327,,CMV,,타원형,갈색,
18328,,CEP,41,원형,분홍,
18329,,Tn1,,타원형,하양,회색
18330,,MO,,타원형,분홍,
18331,,IBEV,100,기타,하양,
18332,,CAMD,,장방형,연두,
18333,,KD,U4,원형,하양,
18334,,RT85,,타원형,분홍,
18335,,GΛBELIN 25,,원형,분홍,
18336,,QLP,27,원형,하양,
18337,,QS400,,타원형,"주황, 투명",
18338,,ΛTHRS,,원형,하양,
18339,,I25,마크,원형,하양,
18340,,YODWP,YODWP,기타,하양,
18341,,YORRL,YORRL,기타,노랑,
18342,,DZT,,장방형,주황,
18343,,LJK,20,원형,하양,
18344,,RY,80/I0,타원형,파랑,
18345,,RY,80/5,타원형,분홍,
18346,,RY,40/I0,타원형,파랑,
18347,,RY,40/5,타원형,분홍,
18348,,UK,2,원형,하양,
18349,,마크N 20OR 5,,원형,하양,
18350,,마크N 20OR 10,,원형,하양,
18351,,ORS,마크,타원형,노랑,
18352,,마크 CFX,,장방형,분홍,분홍
18353,,RV,58,원형,노랑,
18354,,마크,10,원형,하양,
18355,,W분할선U,V2,타원형,주황,
18356,,W분할선U,V1,원형,분홍,
18357,,SCD UROX,,장방형,하양,하양
18358,,Λ분할선L,RN,타원형,하양,
18359,,D분할선20,마크,타원형,하양,
18360,,100,L분할선U,원형,하양,
18361,,50,LU,원형,하양,
18362,,KHSN,,타원형,"청록, 투명",
18363,,I2,CL,원형,노랑,
18364,,F09,,팔각형,분홍,
18365,,LNC,AF,원형,하양,
18366,,마크,BP4,타원형,하양,
18367,,마크,BP8,타원형,하양,
18368,,TGNF,,원형,초록,
18369,,WU,P3,원형,빨강,
18370,,WU,P2,원형,노랑,
18371,,WU,P1,원형,하양,
18372,,CT,T4,원형,하양,
18373,,DNN,C80,타원형,분홍,
18374,,DNN,C160,타원형,빨강,
18375,,D-W200,분할선,장방형,연두,
18376,,SRF,200,원형,분홍,
18377,,T27,,장방형,연두,
18378,,마크,27,원형,분홍,
18379,,PRO,,타원형,"파랑, 투명",
18380,,ETX,M2,장방형,갈색,
18381,,I∩I,625,타원형,하양,
18382,,LL CFC,,장방형,파랑,파랑
18383,,ΛUK,33,원형,하양,
18384,,EX-A,,타원형,갈색,
18385,,NK,4I0,타원형,하양,
18386,,S분할선,UKP,팔각형,하양,
18387,,UKP,DI0,원형,노랑,
18388,,UK,분할선,원형,하양,
18389,,UKP,D5,원형,노랑,
18390,,RY,M,원형,하양,
18391,,UK8,10,타원형,파랑,
18392,,UK8,5,타원형,분홍,
18393,,UK4,5,타원형,분홍,
18394,,0,,기타,"노랑, 투명",
18395,,YN,,원형,하양,
18396,,마크RA,,장방형,주황,
18397,,AT,마크,원형,주황,
18398,,T분할선U,,기타,하양,
18399,,INOΛ,,원형,하양,
18400,,nK,분할선,원형,하양,
18401,,WI1,,원형,주황,
18402,,마크 Olidown      60,,장방형,노랑,노랑
18403,,DPC PGN    50,,장방형,파랑,하양
18404,,CHT,,타원형,노랑,
18405,,PE3,,장방형,하양,
18406,,B분할선K,150,타원형,하양,
18407,,DID,37,타원형,하양,
18408,,DID,62,장방형,하양,
18409,,DWP10,,원형,노랑,
18410,,DWP20,,원형,갈색,
18411,,T분할선4,마크,원형,하양,
18412,,T분할선8,마크,원형,하양,
18413,,TH4,마크,원형,하양,
18414,,TH8,마크,원형,하양,
18415,,CLP,N분할선F,원형,하양,
18416,,RY,2분할선5,타원형,하양,
18417,,SPL,,타원형,주황,
18418,,KCJ,G1,원형,하양,
18419,,ALPHA,,장방형,초록,노랑
18420,,KMP C100,,장방형,하양,하양
18421,,B분할선P,10,삼각형,노랑,
18422,,GY,5,원형,하양,
18423,,KMP C200,,장방형,하양,하양
18424,,MPC,분할선,장방형,하양,
18425,,TL4,분할선,원형,하양,
18426,,TL8,분할선,원형,하양,
18427,,CT,RT,원형,하양,
18428,,C분할선P,20,삼각형,노랑,
18429,,APG SSC,,타원형,"주황, 투명",
18430,,APG SCF,,타원형,"파랑, 투명",
18431,,APG SCL,,타원형,"빨강, 투명",
18432,,CLMX 32,,장방형,초록,노랑
18433,,CLMX 31,,장방형,주황,노랑
18434,,엠지파워,,타원형,갈색,
18435,,HN,D,원형,분홍,
18436,,LNC,8,원형,분홍,
18437,,LNC,7,원형,분홍,
18438,,TDS,분할선,원형,노랑,
18439,,마크D,분할선,원형,노랑,
18440,,WIM10,,사각형,분홍,
18441,,MUC,,원형,하양,
18442,,0,,원형,검정,
18443,,DWTSE,,원형,노랑,
18444,,HT,ER5,타원형,하양,
18445,,NGP20,,타원형,분홍,
18446,,F분할선V,,원형,하양,
18447,,마크,21,원형,하양,
18448,,LNC 17,,장방형,하양,하양
18449,,LNC 16,,장방형,갈색,하양
18450,,마크,32,원형,파랑,
18451,,마크,2,원형,하양,
18452,,LNC,21,타원형,하양,
18453,,LNC,20,타원형,하양,
18454,,srΛC,,원형,노랑,
18455,,sr,5,원형,하양,
18456,,BI11,,타원형,하양,
18457,,마크2,,타원형,하양,
18458,,마크1,,타원형,하양,
18459,,마크4,,타원형,하양,
18460,,2D14,,타원형,하양,
18461,,RM,0.5,원형,하양,
18462,,INTRO CEFACRO      250mg,,장방형,파랑,하양
18463,,A35,,타원형,하양,
18464,,LUT,,원형,하양,
18465,,NK14,,타원형,하양,
18466,,CV10,,타원형,하양,
18467,,SS14,,타원형,하양,
18468,,CZT,745,타원형,하양,
18469,,HK,50,원형,하양,
18470,,마그벤MX,,타원형,갈색,
18471,,I분할선K,25,원형,하양,
18472,,0,UN2,타원형,회색,하양
18473,,0,UN1,타원형,회색,하양
18474,,YJ,FE,원형,하양,
18475,,CKD,T2,원형,하양,
18476,,KI2,분할선,원형,하양,
18477,,마크,ACF,장방형,하양,
18478,,SI,BS,장방형,갈색,
18479,,SPCOMG,,타원형,"노랑, 투명",
18480,,마크,LV,원형,하양,
18481,,NV,,원형,갈색,
18482,,PB,75,원형,분홍,
18483,,WMC3,,타원형,"노랑, 투명",
18484,,CLMX02,,타원형,파랑,
18485,,NVM,,원형,연두,
18486,,ON,분할선,타원형,노랑,
18487,,B분할선R,FMS 3,육각형,연두,
18488,,AL3,,장방형,주황,
18489,,A1,,타원형,분홍,
18490,,IKSU F10,,장방형,연두,연두
18491,,IKSU F20,,장방형,연두,노랑
18492,,IKRR,분할선,타원형,주황,
18493,,KCJ OL120,,장방형,파랑,파랑
18494,,KCJ OL60,,장방형,노랑,노랑
18495,,NVM FO10,,장방형,연두,연두
18496,,SPC,TH2,타원형,하양,
18497,,SPC,TH1,타원형,하양,
18498,,CRF,,원형,하양,
18499,,25,마크,타원형,하양,
18500,,WU,,타원형,분홍,
18501,,CD,CM,장방형,연두,
18502,,ΛPG,2,타원형,파랑,
18503,,마그온PLUS,,타원형,갈색,
18504,,1분할선0,마크,삼각형,주황,
18505,,CLPCL1,,타원형,연두,
18506,,IYDX,,타원형,"파랑, 투명",
18507,,T분할선P,PP,원형,노랑,
18508,,T분할선Y,25,원형,하양,
18509,,마크,VM1,타원형,주황,
18510,,TD1,,원형,주황,
18511,,RT5,분할선,타원형,분홍,
18512,,RT1,분할선,타원형,주황,
18513,,RT2,분할선,타원형,분홍,
18514,,FT,,원형,하양,
18515,,PK1,,원형,주황,
18516,,AG,P분할선4,원형,주황,
18517,,LP4,분할선,원형,주황,
18518,,LP1DWB,,원형,하양,
18519,,KI4,분할선,원형,주황,
18520,,KI1,,원형,하양,
18521,,UK13,분할선,타원형,분홍,
18522,,Λ+,3분할선4,팔각형,하양,
18523,,마크 DIA     50mg,,장방형,노랑,하양
18524,,DKP,,타원형,갈색,
18525,,JAT,,장방형,연두,
18526,,마크,,원형,초록,
18527,,nT,F1,팔각형,분홍,
18528,,ATZ,10,타원형,하양,
18529,,0,,기타,"노랑, 투명",
18530,,IH11,,원형,분홍,
18531,,C분할선Q,500,타원형,하양,
18532,,NOQS,,타원형,"청록, 투명",
18533,,IOQS,,타원형,"청록, 투명",
18534,,DOQS,,타원형,"초록, 투명",
18535,,DWBM10,,사각형,분홍,
18536,,90H,,원형,주황,
18537,,60H,,원형,분홍,
18538,,Tn,08,원형,분홍,
18539,,R3,V2,타원형,갈색,
18540,,IBMS,,타원형,초록,
18541,,ry,r0,원형,분홍,
18542,,SP ICONAZOL,,장방형,파랑,"분홍, 투명"
18543,,SS ERD,,장방형,초록,초록
18544,,CPP,,원형,하양,
18545,,AGCL250,,장방형,연두,
18546,,LNC,5,원형,하양,
18547,,TYLENOL,500,장방형,하양,
18548,,JAN FNZ5,,장방형,회색,빨강
18549,,YY,,원형,하양,
18550,,YY,,원형,갈색,
18551,,5분할선0,DIV,삼각형,연두,
18552,,분할선,DEN,삼각형,연두,
18553,,KG,60,타원형,연두,
18554,,NVM,,타원형,연두,
18555,,RY,TH2,타원형,하양,
18556,,RY,TH1,타원형,하양,
18557,,ERT1,YH,타원형,주황,
18558,,ERT2,YH,타원형,분홍,
18559,,ERT4,YH,타원형,주황,
18560,,ERT5,YH,타원형,노랑,
18561,,MTS 마이산,,장방형,노랑,노랑
18562,,MTS 애니렉신F,,장방형,빨강,노랑
18563,,TAR ER,,장방형,노랑,
18564,,MTBM,분할선,타원형,분홍,
18565,,AGP1,,원형,하양,
18566,,ΛJ,VT,원형,회색,
18567,,마크,144,원형,하양,
18568,,FN,,팔각형,분홍,
18569,,INOL,,타원형,노랑,
18570,,INO분할선I,3,타원형,하양,
18571,,EFF,,원형,하양,
18572,,ETX,T2,기타,회색,
18573,,ETX,분할선,장방형,하양,
18574,,CL,OP,원형,분홍,
18575,,K분할선J,500,타원형,하양,
18576,,MKTH,,장방형,연두,
18577,,마크 ERD,,장방형,초록,노랑
18578,,YP,C분할선C,타원형,연두,
18579,,W104,,타원형,빨강,
18580,,KG,76,원형,하양,
18581,,LCB,EX,원형,하양,
18582,,HU D5,,타원형,노랑,
18583,,GH,CR,장방형,하양,
18584,,GH 0.2,,장방형,주황,하양
18585,,CP 치오스,,장방형,초록,초록
18586,,DM,12.5,원형,분홍,
18587,,D분할선M,25,원형,하양,
18588,,ARZ 10,,타원형,하양,
18589,,ARZ 20,,타원형,하양,
18590,,EFS마크,,장방형,주황,
18591,,PTT,분할선,원형,노랑,
18592,,NP4,,원형,하양,
18593,,AV4,CL,원형,하양,
18594,,CZ 20,,타원형,하양,
18595,,HT,40/10,타원형,파랑,
18596,,ATOEZE20,,타원형,하양,
18597,,ATOEZE10,,타원형,하양,
18598,,RVT5,,원형,노랑,
18599,,PL,24,장방형,연두,
18600,,SK20,,타원형,하양,
18601,,SK10,,타원형,하양,
18602,,YI,12,원형,청록,
18603,,YZT 11,,타원형,하양,
18604,,YZT 12,,타원형,하양,
18605,,YY1,,타원형,하양,
18606,,YZ3,분할선,원형,파랑,
18607,,YZ1,분할선,원형,하양,
18608,,ETEX ORH,,장방형,보라,하양
18609,,G24,,장방형,주황,주황
18610,,KDC,AD5,원형,하양,
18611,,1122,5/10,원형,주황,
18612,,A+,35,원형,하양,
18613,,마크 CLC,,장방형,하양,하양
18614,,A+,59,타원형,주황,
18615,,A+,58,타원형,주황,
18616,,A+,60,원형,주황,
18617,,Λ,4,원형,하양,
18618,,A+,40,타원형,하양,
18619,,A+,47,타원형,하양,
18620,,A+,74,타원형,하양,
18621,,A+,75,타원형,하양,
18622,,MJ,T,원형,하양,
18623,,nanoD,,원형,연두,
18624,,CT C100,,장방형,"하양, 파랑","하양, 파랑"
18625,,DU,,타원형,"노랑, 투명",
18626,,0,HH1,장방형,하양,
18627,,0,HH3,타원형,주황,
18628,,SPORANOX JANSSEN,,장방형,파랑,"분홍, 투명"
18629,,KB CFL,,장방형,보라,하양
18630,,MKCS,,원형,하양,
18631,,NS 10mg,,장방형,연두,
18632,,NS 20mg,,장방형,연두,노랑
18633,,YN,FV,원형,하양,
18634,,YN,A분할선M,팔각형,하양,
18635,,EVC,,타원형,갈색,
18636,,TA1,,장방형,주황,
18637,,TA2,,원형,주황,
18638,,WKM10,,사각형,분홍,
18639,,NR,cr,원형,주황,
18640,,HJ,,원형,하양,
18641,,2K,분할선,원형,하양,
18642,,FH,YH,타원형,하양,
18643,,NR,1,원형,하양,
18644,,APG,VIC,타원형,갈색,
18645,,C분할선X,52,원형,하양,
18646,,CXP F10,,장방형,연두,연두
18647,,CXP F20,,장방형,연두,노랑
18648,,M4,2K,타원형,분홍,
18649,,RV,20,원형,분홍,
18650,,RV,15,원형,주황,
18651,,RV,10,원형,하양,
18652,,RV,2.5,원형,주황,
18653,,마크,10,원형,분홍,
18654,,마크,20,원형,빨강,
18655,,마크,15,원형,빨강,
18656,,CV,23,원형,분홍,
18657,,CV,10,원형,분홍,
18658,,CV,15,원형,빨강,
18659,,CV,20,원형,빨강,
18660,,20,MEM,타원형,분홍,
18661,,BS 분할선2,INO,원형,하양,
18662,,INOAX2,,원형,하양,
18663,,DM7,,타원형,하양,
18664,,DM6,,타원형,하양,
18665,,DM5,,타원형,하양,
18666,,마크,30,원형,하양,
18667,,MUK200 DWB,,장방형,하양,하양
18668,,AEZ1,,타원형,하양,
18669,,AEZ2,,타원형,하양,
18670,,AEZ4,,타원형,하양,
18671,,DWB,VF3,타원형,주황,
18672,,L13,,타원형,분홍,
18673,,JH,55,팔각형,하양,
18674,,JH 10,,장방형,초록,초록
18675,,JI 20,,타원형,하양,
18676,,JI 10,,타원형,하양,
18677,,JI 40,,타원형,하양,
18678,,KJ14,,타원형,하양,
18679,,KKM ITR100,,장방형,파랑,"분홍, 투명"
18680,,YN,03,원형,하양,
18681,,YN5,,원형,연두,
18682,,YN,04,장방형,하양,
18683,,YN,T1,원형,하양,
18684,,SD10,,사각형,분홍,
18685,,W102,,타원형,하양,
18686,,W101,,타원형,하양,
18687,,W104,,타원형,하양,
18688,,ΛP25,분할선,타원형,하양,
18689,,Λ+,21,원형,하양,
18690,,TCCV,,장방형,노랑,
18691,,hw95,분할선,원형,노랑,
18692,,UL1,,타원형,하양,
18693,,ESL 800,분할선,장방형,하양,
18694,,ESL 200,분할선,타원형,하양,
18695,,THT600,,타원형,연두,
18696,,HMD,,원형,노랑,
18697,,T16,,원형,하양,
18698,,RVT10,,원형,분홍,
18699,,5 V,분할선,원형,노랑,
18700,,LNC,19,타원형,하양,
18701,,LNC 15,,장방형,하양,하양
18702,,LNC 14,,장방형,"하양, 파랑","하양, 파랑"
18703,,LNC 24,,장방형,초록,초록
18704,,마크,31,원형,분홍,
18705,,마크,23,원형,하양,
18706,,====마크====IM150-80─────,,장방형,투명,투명
18707,,마크 IM150-160,,장방형,투명,투명
18708,,====마크====IM150-320========,,장방형,투명,투명
18709,,──마크──IGM150-50-160========,,장방형,"초록, 투명",투명
18710,,마크 IGM150-50-80,,장방형,"초록, 투명",투명
18711,,YH SO-Q,,장방형,연두,
18712,,ED4,,원형,분홍,
18713,,ESBC 20,,타원형,분홍,
18714,,DWB,2032,원형,분홍,
18715,,HT PR10,,장방형,연두,연두
18716,,ID Max,,타원형,갈색,
18717,,IKUS,,원형,주황,
18718,,IKEL,,원형,하양,
